Sentence,Topic scores,Assigned topic
"['composed', '54', 'tri-nucleotidic', '1', 'di-nucleotidic', 'SSRs', '.']","[0, 0, 0, 0, 0.23568325731469833, 0, 0, 0, 0, 0]",0
"['second', 'one', ',', 'reported', 'first', 'time', ',', 'consisted', '49', 'additional', 'di-nucloetidic', 'SSR', 'marker', '.']","[0.19015294178756273, 0, 0.17957933992914005, 0, 0.17957933992914005, 0, 0.3697322817167028, 0, 0.19015294178756273, 0]",0
"['Di-nucleotidic', 'SSRs', 'higher', 'mutation', 'rate', 'tri-nucleotidic', 'SSRs', '[', '35', ']', '.']","[0, 0, 0, 0, 0.41792659159405204, 0, 0, 0, 0.2801369338286626, 0]",4
"['panel', 'also', 'genotyped', '57838', 'SNP', 'marker', 'synthesized', 'Illumina', 'Golden', 'Gate', '.']","[0, 0, 0.1803016058936661, 0, 0.1803016058936661, 0, 0.1803016058936661, 0, 0, 0]",9
"['Among', ',', '56110', '(', '97', '%', ')', 'marker', 'passed', 'bead', 'representation', 'decoding', 'quality', 'metric', ',', '49585', '(', '88', '%', ')', 'passed', 'analytical', 'phase', 'could', 'scored', 'GenomeStudio', 'v2009', 'software', '[', '31', ']', '.']","[0, 0, 0.1083596753255624, 0, 0.1083596753255624, 0, 0.1083596753255624, 0, 0, 0]",6
"['45747', '(', '92', '%', ')', 'polymorphic', 'panel', '336', 'line', 'le', '20', '%', 'missing', 'data', '15', '%', 'heterozygosity', '45615', '(', '99.7', '%', ')', 'redundant', 'according', 'probe', 'sequence', '.']","[0, 0, 0, 0, 0.2163063515747867, 0, 0, 0, 0, 0]",8
"['Among', ',', '43589', '(', '95', '%', ')', 'minor', 'allele', 'frequency', '(', 'MAF', ')', '0.05', '.']","[0, 0, 0, 0, 0, 0.2593441842868868, 0, 0, 0, 0]",0
"['Finally', '43224', '(', '95', '%', 'polymorphic', 'marker', ')', 'non-redundant', 'MAF.0.05', 'physically', 'mapped', 'version', '2', 'B73', 'genome', 'sequence', '(', 'called', 'RefGen_v2', ')', 'used', 'linkage', 'disequilibrium', '(', 'LD', ')', 'association', 'analysis', '.']","[0, 0, 0.41192813432469333, 0, 0.12294911132769741, 0, 0.12294911132769741, 0, 0.1402845638061151, 0]",5
"['subset', '(', '65', '%', 'polymorphic', 'marker', ',', 'always', '29911', 'marker', 'physically', 'mapped', ')', 'designed', '27', 'diverse', 'founder', 'line', 'called', 'Panzea', 'diversity', 'panel', '[', '36', ']', ',', 'non-redundant', 'potentially', 'rare', '(', 'MAF.0.01', ')', ',', 'used', 'diversity', 'statistical', 'calcula-', 'tion', '.']","[0, 0, 0.4607987326838475, 0, 0.20888752446729514, 0, 0.20888752446729514, 0, 0, 0]",2
"['additional', 'marker', 'designed', 'mapping', 'B736Mo17', 'population', '[', '31', ']', '.']","[0, 0, 0.22835491927007484, 0, 0.22835491927007484, 0, 0.22835491927007484, 0, 0, 0]",0
"['considered', 'compu-', 'tation', 'diversity', 'index', 'comparison', 'Panzea', 'SNP', 'information', 'association', 'genetics', '.']","[0, 0, 0.21833102288781123, 0.24044014494758748, 0, 0, 0, 0, 0.20656890804587713, 0]",2
"['Additional', 'marker', 'belonging', 'two', 'main', 'set', 'diverse', 'origin', 'considered', 'association', 'genetics', 'investigation', '.']","[0, 0, 0.1836032766491922, 0.24384112140131767, 0.1836032766491922, 0, 0.1836032766491922, 0, 0.2094907828122142, 0]",4
"['reference', ',', 'considered', '535', 'SNPs', 'discovered', 'region', 'fully', 'sequenced', 'panel', 'around', 'Vgt1', 'chromosome', '8', '[', '21', ']', ',', 'ZmCCT', 'chromosome', '10', '[', '32', ']', 'Tb1-', 'D8', 'chromosome', '1', '[', '30', ']', 'order', 'compare', 'MAF', 'distribution', '.']","[0.5397844788137032, 0, 0, 0, 0, 0, 0.16802531850897523, 0, 0.17156789048964194, 0]",6
"['Similarity', 'Structure', 'matrix', 'Similarity', '.']","[0, 0, 0.3053337613422712, 0, 0, 0, 0, 0, 0, 0]",2
"['computed', 'two', 'different', 'similarity', 'matrix', 'line', '(', 'kinship', ')', ',', 'one', 'considering', 'identity', 'state', '(', 'IBS', ')', 'r-Emma', '[', '37', ']', 'second', 'considering', 'identity', 'descent', '(', 'IBD', ')', ',', 'estimated', 'following', '[', '38', ']', ',', 'taking', 'allele', 'frequency', 'account', 'Cocoa', 'software', '[', '39', ']', '.']","[0, 0, 0, 0, 0.16997281688049592, 0.12135388451171324, 0, 0, 0, 0]",2
"['applied', 'three', 'different', 'set', 'marker', '(', '55', 'SSRs', ',', '94', 'SSRs', '29911', 'SNP', 'Panzea', 'marker', ')', '.']","[0, 0, 0.3555897585061902, 0, 1.3862069319388945, 0, 0.3555897585061902, 0, 0, 0]",2
"['compared', 'correlation', 'three', 'set', 'marker', ',', 'removing', 'diagonal', 'matrix', '.']","[0, 0, 0.22074279743841055, 0, 0.22074279743841055, 0, 0.22074279743841055, 0, 0, 0]",2
"['Structure', '.']","[0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0]",2
"['Population', 'structure', 'investigated', 'order', 'define', 'suitable', 'covariates', 'association', 'genetics', 'model', 'investigate', 'genetic', 'diversity', 'trend', 'among', 'genetic', 'group', '.']","[0, 0, 0.8837337442323588, 0.20386128855745395, 0, 0.1765440680915186, 0.17514298113286536, 0, 0.17514298113286536, 0]",0
"['thus', 'used', 'two', 'different', 'set', 'SSR', 'marker', '(', '55', 'SSRs', '94', 'SSRs', ')', 'STRUCTURE', '[', '40,41', ']', 'software', '.']","[0, 0, 0.37215585242283655, 0, 1.1789267732010467, 0, 0.17345668046230692, 0, 0, 0]",4
"['considered', 'line', 'haploid', 'replaced', 'heterozygous', 'genotype', 'missing', 'data', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
"['assumed', 'single', 'domestication', 'event', 'restricted', 'analysis', 'correlated', 'frequency', 'model', '[', '41', ']', '.']","[0, 0, 0, 0, 0, 0, 0.21540309698415666, 0, 0, 0]",0
"['set', 'parameter', 'default', 'value', 'using', 'admixture', 'model', 'infer', 'ALPHA', 'option', '.']","[0, 0, 0, 0, 0, 0.21689685566718248, 0.2013420304702458, 0, 0.21689685566718248, 0]",1
"['used', '104', 'burn-in', 'period', '106', 'iteration', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0.39581910531036096, 0]",4
"['Allele', 'frequency', 'K', 'cluster', '(', '2', '15', ')', 'estimated', ',', 'percentage', 'genome', 'derived', 'cluster', 'estimated', 'accession', '.']","[0, 0, 0.17050890753658607, 0, 0, 0.18110155047518026, 0, 0, 0, 0]",2
"['structure', 'matrix', 'built', '29911', 'Panzea', 'SNP', 'marker', 'estimated', 'ADMIXTURE', ',', 'computes', 'maximum', 'likeli-', 'hood', 'estimation', 'individual', 'ancestry', 'multilocus', 'biallelic', 'genotype', 'datasets', 'using', 'statistical', 'model', 'STRUC-', 'TURE', 'fast', 'numerical', 'optimization', 'algorithm', '[', '42', ']', '.']","[0, 0, 0.21252142320635858, 0, 0.09905328737009, 0, 0.21207278838330712, 0, 0, 0.17290960704322833]",8
"['Diversity', 'level', 'revealed', '50K', 'Illumina', 'array', 'within', 'among', 'genetic', 'group', 'Diversity', 'parameter', 'estimated', 'total', 'panel', 'within', 'five', 'main', 'genetic', 'group', 'determined', '55', 'SSRs', '[', '30', ']', ',', 'considering', '242', 'non-admixed', 'line', '(', 'assigned', 'different', 'group', 'threshold', '.0.8', ')', 'set', '29911', 'Panzea', 'marker', '.']","[0, 0, 0.9468882594805981, 0, 0.39785924154574015, 0.3583186370212008, 0.2601548967883668, 0, 0, 0]",2
"['minor', 'allele', 'frequency', '(', 'MAF', ')', ',', 'observed', '(', 'HO', ')', ',', 'expected', '(', ')', 'heterozygosity', ',', 'differentiation', '(', 'FST', ')', 'corre-', 'sponding', 'ratio', 'inter-group', 'diversity', 'total', 'genetic', 'diversity', 'according', 'Nei', '[', '43,44', ']', 'calculated', 'locus', 'overall', 'level', '.']","[0, 0, 0.5177613610557817, 0, 0, 0.25773667384395316, 0.12697394543812365, 0, 0, 0]",2
"['Bootstrap', 'pairwise', 'genetic', 'group', 'FST', 'confidence', 'interval', '[', '45', ']', 'calculated', 'one', 'hundred', 'permutation', '.']","[0, 0, 0.4015439267333371, 0, 0, 0.20273923990203138, 0, 0, 0, 0]",0
"['statistic', 'computed', 'r-Hierfstat', '[', '46', ']', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['group', 'panel', '(', 'locus', ')', 'locus', 'Finally', ',', 'considered', 'classification', 'based', '55', 'SSRs', 'reference', 'estimate', 'SNP', 'allelic', 'frequency', 'genetic', 'group', ',', ',', 'PLOS', 'ONE', '|', 'www.plosone.org', '3', 'August', '2013', '|', 'Volume', '8', '|', 'Issue', '8', '|', 'e71377', 'Pk', '(', 'l', ')', 'q~', 'X', 'diqXik', '(', 'l', ')', '=', 'X', 'diq', ',', 'Pk', '(', 'l', ')', 'q', 'frequency', 'allele', 'k', 'locus', 'l', 'group', 'q', ',', 'diq', 'assignment', 'proportion', 'line', 'group', 'q', ',', 'Xik', '(', 'l', ')', 'presence', 'absence', 'allele', 'k', 'locus', 'l', 'line', ',', 'coded', '0', '1', ',', 'respectively', '.']","[0.6729065953785331, 0, 0.42823166184582373, 0, 0.21164679754320898, 0.5210114561181302, 0.3439202189179751, 0, 0, 0.10661121605410523]",4
"['calculated', 'assignment', 'one', 'group', '0.8.', 'line', 'using', 'line', 'Detection', 'locus', 'presenting', 'selection', 'signature', 'taking', 'structure', 'obtained', '55', 'SSRs', 'reference', ',', 'identified', 'locus', 'selection', 'according', 'difference', 'allele', 'frequency', 'genetic', 'group', 'using', 'BayeScan', '[', '47', ']', '.']","[0, 0, 0.6574211627710074, 0, 0.3139811955021028, 0.38646415103177845, 0.2551053990579873, 0, 0.27130985406858166, 0]",2
"['program', 'simulates', 'correlation', 'allele', 'frequency', 'among', 'group', 'basis', 'multinomial-', 'Dirichlet', 'likelihood', '[', '48', ']', '.']","[0, 0, 0.18898602046033183, 0, 0, 0.38361120581377595, 0, 0, 0, 0]",3
"['relative', 'differentiation', 'given', 'population', '(', 'genetic', 'group', 'case', ')', 'given', 'locus', '(', 'FSTB', ')', 'decomposed', 'population-specific', 'component', '(', 'beta', ')', 'shared', '(', 'alpha', ')', 'shared', 'population', 'using', 'logistic', 'regression', '.']","[0, 0, 0.2424664604785966, 0, 0, 0.12242114156494709, 0.12242114156494709, 0, 0, 0]",5
"['Departure', 'neutrality', 'given', 'locus', 'assumed', 'locus-specific', 'component', 'necessary', 'explain', 'observed', 'diversity', 'pattern', '(', 'alpha', 'significantly', 'different', '0', ')', '.']","[0, 0, 0.1680097605683625, 0, 0, 0, 0.320460425532125, 0, 0, 0]",0
"['positive', 'alpha', 'value', 'suggests', 'diversifying', 'selection', ',', 'whereas', 'negative', 'value', 'suggest', 'balancing', 'purifying', 'selection', '.']","[0, 0, 0, 0, 0, 0.3810180398040379, 0, 0, 0.7601872256975288, 0]",8
"['locus', 'locus-specific', 'component', 'BayeScan', 'us', 'posterior', 'odds', '(', 'PO', ')', 'instead', 'Bayes', 'factor', 'make', 'decision', 'chance', 'locus', 'selection', '.']","[0, 0, 0, 0, 0, 0, 0.4463949054342561, 0, 0.15825006330396124, 0]",0
"['ratio', 'posterior', 'probability', 'PO~', 'P', '(', 'M2=N', ')', 'P', '(', 'M1=N', ')', ',', 'M1', 'M2', 'model', 'without', 'selection', 'N', 'number', 'locus', 'tested', '.']","[0, 0, 0, 0, 0, 0, 0.2898567349641702, 0, 0.15474836439343118, 0]",0
"['cope', 'unequal', 'population', 'size', 'posterior', 'probability', 'allow', 'control', 'false', 'discovery', 'rate', '(', 'FDR', ')', ',', 'i.e', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['expected', 'proportion', 'false', 'positive', 'among', 'outlier', 'marker', '.']","[0, 0, 0.24658924566123533, 0, 0.24658924566123533, 0, 0.24658924566123533, 0, 0, 0]",6
"['used', 'Jeffrey', '’', 'scale', 'evidence', '[', '49', ']', 'posterior', 'odds', 'defined', 'selected', 'locus', 'marker', 'log10', '(', 'PO', ')', '.1', '.']","[0, 0.2813973617195782, 0.15450230581893928, 0, 0.15450230581893928, 0, 0.3321992050584036, 0, 0, 0]",6
"['value', 'highly', 'correlated', 'Q-values', ',', 'minimum', 'FDR', 'locus', 'may', 'deemed', 'significant', '.']","[0, 0, 0, 0, 0, 0.24342424446760733, 0.5102045089097931, 0, 0.24342424446760733, 0]",2
"['Linkage', 'disequilibrium', 'analysis', 'Linkage', 'disequilibrium', '(', 'LD', ')', 'first', 'calculated', 'squared', 'correlation', 'allelic', 'dos', 'two', 'locus', '(', 'r2', 'using', 'Plink', '[', '50', ']', '.']","[0, 0, 0.37156728476660605, 0, 0, 0, 0.16322042239091022, 0, 0, 0]",2
"['presence', 'individual', 'different', 'genetic', 'origin', 'within', 'panel', 'produce', 'LD', 'unlinked', 'locus', '(', 'long-range', 'LD', ')', ',', 'simply', 'difference', 'allele', 'frequency', 'along', 'genome', ',', 'measure', 'may', 'lead', 'underestimation', 'number', 'marker', 'needed', 'whole', 'genome', 'association', 'genetics', 'scan', '.']","[0, 0, 0.7865900792826702, 0.15298316239854273, 0.11519061972447177, 0.1364367476336953, 0.2476741825943909, 0, 0.1314321483750592, 0]",2
"['therefore', 'also', 'estimated', 'r2', 'measure', 'developed', '[', '34', ']', 'r-', 'LDcorSV', 'corrects', 'LD', 'structure', 'effect', 'directly', 'linked', 'power', 'association', 'test', 'obtained', 'model', 'include', 'structure', '.']","[0, 0, 0.8587826708351314, 0, 0, 0.1693592156395907, 0.15643912449769481, 0, 0.15643912449769481, 0]",2
"['therefore', 'used', 'structure', 'matrix', 'calculated', 'STRUCTURE', '55', 'SSRs', 'input', '.']","[0, 0, 0.5006617818179059, 0, 0.6186831485438049, 0, 0, 0, 0, 0]",2
"['LD', 'curve', 'statistic', '(', 'r2', 'r2', ')', 'according', 'increase', 'physical', 'distance', 'modeled', 'two', 'non-linear', 'regression', 'model', '[', '51', ']', 'according', '[', '52', ']', '[', '53', ']', 'using', 'r-Nls', 'package', '.']","[0, 0, 0.4837548772763891, 0, 0, 0, 0.36376130094963677, 0, 0, 0]",8
"['LD', 'decay', 'chromosome', 'obtained', 'abscissa', 'intersection', 'LD', 'decay', 'curve', 'horizontal', 'line', '=', '0.1', '0.3', '.']","[0.17777187693100954, 0, 0.5638085092537685, 0, 0, 0, 0, 0, 0, 0]",7
"['compared', 'result', 'sliding', 'window', 'approach', '(', '20', 'kb', ')', '.']","[0, 0, 0, 0, 0.3758671270308478, 0, 0, 0, 0, 0]",2
"['analysis', 'performed', 'chromosome', 'together', 'chromosome', 'separately', '.']","[0.6012947258592438, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['SNP', 'assigned', '20', 'haplotype', 'cluster', 'according', '[', '54', ']', '.']","[0, 0, 0, 0, 0.3797508584567457, 0, 0, 0, 0, 0]",5
"['rate', 'imputation', 'error', 'minimal', '(', '3.5', '%', ')', 'Genome', 'Scan', 'Flowering', 'Time', 'Adaptation', 'Maize', 'number', 'cluster', '.']","[0.37931783721534973, 0.18559128056212665, 0.20402417403320922, 0, 0, 0, 0.5649091177774763, 0, 0.37931783721534973, 0]",2
"['Individual', 'chromosome', 'regrouped', 'locally', 'using', 'multipoint', 'linkage', 'disequilibrium', 'model', 'FastPHASE', '[', '55', ']', '.']","[0.21461985088436158, 0, 0, 0, 0.2558983795852745, 0, 0.20305766746181708, 0, 0, 0]",4
"['model', 'allows', 'cluster', 'membership', 'change', 'along', 'chromosome', 'according', 'hidden', 'Markov', 'model', '.']","[0.20847676370397933, 0, 0, 0, 0, 0, 0.39449105181353994, 0, 0, 0]",2
"['SNP', ',', 'estimated', 'number', 'line', 'sharing', 'five', 'major', 'haplotype', 'represented', 'probability', 'haplotype', 'switch', 'one', 'SNP', 'another', 'along', 'genetic', 'recombination', 'rate', '.']","[0, 0, 0.16251205106667957, 0, 0, 0, 0, 0, 0, 0]",2
"['diversity', 'index', ',', 'used', 'sliding', 'window', '1', 'Mb', 'step', '500', 'kb', 'visualize', 'region', 'underwent', 'specific', 'evolutionary', 'events/selection', 'leading', 'different', 'allele', 'frequency', 'different', 'group', 'eventually', 'higher', 'LD', '.']","[0.141836982805867, 0, 0.4184411414503299, 0, 0, 0.2720111323062448, 0, 0, 0.14251841736371246, 0]",2
"['Phenotypic', 'data', 'three', 'different', 'whole', 'panel', 'location', 'tested', '(', 'Germany_Einbeck', ':', '52uN', ',', '10uE', ',', 'France_Gif-sur-Yvette', ':', '49uN', ',', '2uE', ',', 'Saint-Martin-de-Hinx', ':', '43uN', ',', '1.3uW', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9
"['two', 'latest', 'group', 'line', 'also', 'evaluated', 'France_Mauguio', '(', '44uN', ',', '4uE', ')', '.']","[0, 0, 0.22530106111077963, 0, 0, 0.22530106111077963, 0, 0, 0, 0]",6
"['French', 'location', 'evaluated', '3', 'year', '(', '2002–2004', ')', 'Einbeck', 'location', '1', 'year', '(', '2005', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['Note', '2002', 'data', 'considered', '[', '30', ']', '.']","[0, 0.5173238981846663, 0, 0, 0, 0, 0.4049788635312953, 0, 0, 0]",2
"['Lines', 'repeated', 'twice', 'location', 'using', 'complete', 'block', 'design', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9
"['order', 'limit', 'competition', 'effect', ',', 'block', 'organized', 'four', 'sub-blocks', 'corresponding', 'earliness', 'group', 'based', 'priori', 'information', '.']","[0, 0, 0.16166567911046176, 0, 0, 0.3352941320616568, 0, 0, 0, 0]",5
"['individual', 'plot', 'consisted', 'row', '15', 'plant', 'planted', 'density', 'approximately', 'six', 'plant', 'per', 'square', 'meter', '.']","[0, 0, 0, 0.420129465891701, 0, 0, 0, 0, 0, 0]",5
"['Days', 'anthesis', 'male', 'flowering', '(', 'MFLW', ')', 'day', 'silking', 'female', 'flowering', '(', 'FFLW', ')', 'anthesis', 'silking', 'interval', '(', 'ASI', ')', 'measured', 'thermal', 'time', '(', 'GDD', ':', 'growing', 'degree-days', ')', 'according', '[', '56', ']', ',', 'parameter', 'value', '(', 'Tb', '=', '8u', '=', '30uC', ')', 'maximized', 'correlation', 'site', '(', 'MFLW8', ',', 'FFLW8', ',', 'ASI8', ')', '.']","[0.2551956256048037, 0, 0, 0.16446012748139271, 0, 0.10158753610031725, 0.2551956256048037, 0, 0.3567831617051209, 0]",6
"['global', 'ANOVA', 'data', 'performed', 'test', 'location', 'genotype-by-location', 'interaction', 'signifi-', 'genotype', ',', 'cance', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['association', 'analysis', ',', 'considering', 'genotype-by-', 'location', 'interaction', 'low', 'compared', 'genotype', 'effect', ',', 'estimated', 'adjusted', 'mean', 'genotype', 'total', 'trial', 'network', '.']","[0, 0, 0, 0, 0, 0.15658027998722515, 0, 0, 0.144635069442771, 0]",2
"['fitted', 'mixed', 'model', 'yijkl~mzxizzjzvjkzeijk', ',', 'yijkl', 'phenotype', 'l', 'individual', 'inbred', 'line', ',', 'j', 'field', 'trial', ',', 'k', 'subplot', '.']","[0, 0, 0, 0, 0, 0, 0.15477181626642836, 0, 0, 0]",1
"['indicates', 'mean', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Inbred', 'line', '(', 'xi', ')', 'considered', 'fixed', 'effect', '.']","[0, 0, 0, 0, 0, 0.3087418601882204, 0, 0, 0, 0]",4
"['Field', 'trial', '(', 'zj', ')', 'subplot', '(', 'vjk', ')', 'considered', 'random', 'effect', '.']","[0, 0, 0, 0, 0, 0.22988575963413443, 0, 0, 0, 0]",9
"['eijk', 'residual', 'error', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['trait', ',', 'LSMEANS', 'inbred', 'line', 'calculated', 'SAS', 'PROC', 'GLM', '^mmz^xxi', '.']","[0, 0, 0, 0, 0, 0, 0.23800607420412162, 0, 0, 0]",2
"['Whole', 'genome', 'association', 'genetics', 'investigate', 'effect', 'population', 'structure', ',', 'proportion', 'genetic', 'variance', 'trait', 'explained', 'first', 'four', 'column', 'five', 'group', 'Q', 'matrix', 'obtained', '55', 'SSRs', '[', '30', ']', 'calculated', 'linear', 'model', 'take', 'relatedness', 'account', '.']","[0, 0, 0.8068442006891918, 0.1818386163784213, 0.3876309693519081, 0.32659731122441205, 0.5545027305058934, 0, 0.15622268250608343, 0]",2
"['estimated', 'group', 'adjusted', 'mean', 'predicted', 'value', 'hypothetic', 'pure', 'line', 'would', 'assigned', '100', '%', 'five', 'group', '.']","[0, 0.3012694407925579, 0.37103320428085207, 0, 0, 0.5692959887517628, 0, 0, 0.19826278447091075, 0]",5
"['structure', 'population', 'and/or', 'relatedness', 'within', 'sample', 'increase', 'long-range', 'LD', ',', 'consequently', 'rate', 'false', 'positive', ',', 'corrected', 'test', 'using', 'linear', 'mixed', 'model', 'using', 'approach', 'described', '[', '57', ']', '.']","[0, 0, 0.30381181681393776, 0, 0, 0, 0.14560428923870006, 0, 0, 0]",0
"['considered', 'two', 'different', 'four-column', 'ancestry', 'matrix', 'obtained', 'STRUCTURE', 'PLOS', 'ONE', '|', 'www.plosone.org', '4', 'August', '2013', '|', 'Volume', '8', '|', 'Issue', '8', '|', 'e71377', '[', '40,41', ']', '55', 'SSRs', '(', 'called', 'Q55SSRs', ')', ',', 'ADMIXTURE', '[', '42', ']', '29911', 'SNPs', '(', 'called', 'Q30KSNPs', ')', '.']","[1.0098011190807579, 0, 0.280441722788592, 0, 0.31760897348429984, 0.18905180912213046, 0, 0, 0, 0.35581893968073386]",0
